console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,total_sales_outlier,na_sales_outlier,jp_sales_outlier,pal_sales_outlier,other_sales_outlier,sales_cluster,log_sales,total_sales_minmax,na_sales_minmax,jp_sales_minmax,pal_sales_minmax,other_sales_minmax,critic_score_zscore,release_year,release_year_bin,na_ratio,jp_ratio,pal_ratio,other_ratio,has_regional_data,publisher_game_count,developer_game_count
PC,ADVENTURE,UBISOFT,TELLTALE GAMES,7.5,0.04,0.0,0.0,0.03,0.01,2010-10-26,0,0,0,0,0,0,0.039220713153281295,0.0018587360594795542,0.0,0.0,0.004366812227074236,0.004065040650406504,0.12180651366298145,2010.0,era_4,0.0,0.0,0.75,0.25,1,483,31
PSP,ADVENTURE,KONAMI,CLIMAX GROUP,7.8,0.31,0.09,0.01,0.13,0.07,2010-01-19,0,0,0,0,0,0,0.27002713721306015,0.018587360594795543,0.009221311475409836,0.004694835680751174,0.018922852983988353,0.02845528455284553,0.5659310242631813,2010.0,era_4,0.29032258064516125,0.03225806451612903,0.41935483870967744,0.22580645161290325,1,372,30
WII,ADVENTURE,THQ,AWE GAMES,7.5,0.28,0.23,0.0,0.02,0.02,2006-11-13,0,0,0,0,0,0,0.2468600779315258,0.01672862453531599,0.023565573770491805,0.0,0.0029112081513828236,0.008130081300813007,0.12180651366298145,2006.0,era_2,0.8214285714285714,0.0,0.07142857142857142,0.07142857142857142,1,350,5
DS,ADVENTURE,MARVELOUS INTERACTIVE,MARVELOUS INTERACTIVE,7.5,0.01,0.0,0.01,0.0,0.0,2008-11-06,0,0,0,0,0,2,0.009950330853168083,0.0,0.0,0.004694835680751174,0.0,0.0,0.12180651366298145,2008.0,era_3,0.0,1.0,0.0,0.0,1,20,28
PS2,ADVENTURE,KONAMI,KONAMI,7.5,0.21,0.09,0.03,0.07,0.02,2001-03-05,0,0,0,0,0,0,0.19062035960864973,0.012391573729863695,0.009221311475409836,0.014084507042253521,0.010189228529839884,0.008130081300813007,0.12180651366298145,2001.0,era_1,0.42857142857142855,0.14285714285714285,0.33333333333333337,0.09523809523809525,1,372,198
WII,ADVENTURE,UBISOFT,UBISOFT MONTPELLIER,8.0,1.13,0.25,0.0,0.74,0.14,2009-11-03,1,0,0,1,1,0,0.7561219797213337,0.06939281288723667,0.025614754098360656,0.0,0.10771470160116448,0.05691056910569106,0.8620140313299818,2009.0,era_3,0.22123893805309736,0.0,0.6548672566371682,0.12389380530973454,1,483,15
PC,ADVENTURE,DAEDALIC ENTERTAINMENT,DAEDALIC ENTERTAINMENT,7.5,0.03,0.0,0.0,0.03,0.0,2013-05-28,0,0,0,0,0,0,0.0295588022415444,0.0012391573729863693,0.0,0.0,0.004366812227074236,0.0,0.12180651366298145,2013.0,era_4,0.0,0.0,1.0,0.0,1,1,3
PSP,ADVENTURE,D3 PUBLISHER,VRIDGE,7.5,0.02,0.0,0.02,0.0,0.0,2011-08-04,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0,0.009389671361502348,0.0,0.0,0.12180651366298145,2011.0,era_4,0.0,1.0,0.0,0.0,1,90,3
PSV,ADVENTURE,IDEA FACTORY,IDEA FACTORY,7.5,0.01,0.0,0.01,0.0,0.0,2018-10-04,0,0,0,0,0,0,0.009950330853168083,0.0,0.0,0.004694835680751174,0.0,0.0,0.12180651366298145,2018.0,era_5,0.0,1.0,0.0,0.0,1,90,53
WII,ADVENTURE,ZOO DIGITAL PUBLISHING,OTHER OCEAN INTERACTIVE,7.5,0.03,0.03,0.0,0.0,0.0,2008-12-09,0,0,0,0,0,0,0.0295588022415444,0.0012391573729863693,0.0030737704918032786,0.0,0.0,0.0,0.12180651366298145,2008.0,era_3,1.0,0.0,0.0,0.0,1,8,6
PS2,ADVENTURE,AQUAPLUS,AQUAPLUS,7.5,0.01,0.0,0.01,0.0,0.0,2007-01-25,0,0,0,0,0,0,0.009950330853168083,0.0,0.0,0.004694835680751174,0.0,0.0,0.12180651366298145,2007.0,era_2,0.0,1.0,0.0,0.0,1,8,5
PSP,ADVENTURE,XSEED GAMES,VANILLAWARE,7.5,0.13,0.0,0.13,0.0,0.0,2012-12-31,0,0,1,0,0,0,0.12221763272424921,0.007434944237918217,0.0,0.06103286384976526,0.0,0.0,0.12180651366298145,2012.0,era_4,0.0,1.0,0.0,0.0,1,37,5
PSV,ADVENTURE,LEVEL 5,LEVEL 5,7.5,0.05,0.0,0.05,0.0,0.0,2012-07-12,0,0,0,0,0,0,0.048790164169432,0.002478314745972739,0.0,0.02347417840375587,0.0,0.0,0.12180651366298145,2012.0,era_4,0.0,1.0,0.0,0.0,1,16,21
GC,ADVENTURE,NINTENDO,AMBRELLA,5.2,0.38,0.24,0.07,0.06,0.01,2003-12-01,0,0,1,0,0,3,0.3220834991691133,0.022924411400247837,0.02459016393442623,0.03286384976525822,0.008733624454148471,0.004065040650406504,-3.2831480676052194,2003.0,era_1,0.631578947368421,0.1842105263157895,0.15789473684210525,0.02631578947368421,1,189,3
PS2,ADVENTURE,EA,ELECTRONIC ARTS,6.7,0.65,0.54,0.0,0.02,0.09,2005-11-08,0,1,0,0,1,0,0.5007752879124893,0.039653035935563824,0.05532786885245902,0.0,0.0029112081513828236,0.036585365853658534,-1.0625255146042187,2005.0,era_2,0.8307692307692308,0.0,0.030769230769230767,0.13846153846153844,1,679,31
PS2,ADVENTURE,KADOKAWA SHOTEN,REGISTA,7.5,0.01,0.0,0.01,0.0,0.0,2008-04-24,0,0,0,0,0,0,0.009950330853168083,0.0,0.0,0.004694835680751174,0.0,0.0,0.12180651366298145,2008.0,era_3,0.0,1.0,0.0,0.0,1,22,2
PSP,ADVENTURE,YETI,YETI,7.5,0.03,0.0,0.03,0.0,0.0,2010-10-28,0,0,0,0,0,0,0.0295588022415444,0.0012391573729863693,0.0,0.014084507042253521,0.0,0.0,0.12180651366298145,2010.0,era_4,0.0,1.0,0.0,0.0,1,8,7
PS3,ADVENTURE,ROCKSTAR GAMES,ROCKSTAR LEEDS,7.5,0.02,0.0,0.0,0.02,0.01,2011-11-15,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0,0.0,0.0029112081513828236,0.004065040650406504,0.12180651366298145,2011.0,era_4,0.0,0.0,1.0,0.5,1,39,5
PS2,ADVENTURE,SONY COMPUTER ENTERTAINMENT,SCEI,7.5,0.08,0.0,0.08,0.0,0.0,2005-08-04,0,0,1,0,0,0,0.07696104113612832,0.004337050805452294,0.0,0.03755868544600939,0.0,0.0,0.12180651366298145,2005.0,era_2,0.0,1.0,0.0,0.0,1,278,9
GBA,ADVENTURE,BUENA VISTA,AMAZE ENTERTAINMENT,7.5,0.47,0.33,0.0,0.12,0.01,2006-06-27,0,0,0,0,0,2,0.3852624007906449,0.028500619578686496,0.03381147540983607,0.0,0.017467248908296942,0.004065040650406504,0.12180651366298145,2006.0,era_2,0.7021276595744682,0.0,0.2553191489361702,0.021276595744680854,1,11,23
PS2,ADVENTURE,ACTIVISION,HUMAN SOFT / IVOLGAMUS,7.5,0.12,0.06,0.0,0.04,0.02,2007-10-30,0,0,0,0,0,0,0.11332868530700317,0.006815365551425031,0.006147540983606557,0.0,0.005822416302765647,0.008130081300813007,0.12180651366298145,2007.0,era_2,0.5,0.0,0.33333333333333337,0.16666666666666669,1,501,3
PSP,ADVENTURE,IDEA FACTORY,IDEA FACTORY,7.5,0.02,0.0,0.02,0.0,0.0,2010-11-25,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0,0.009389671361502348,0.0,0.0,0.12180651366298145,2010.0,era_4,0.0,1.0,0.0,0.0,1,90,53
PS3,ADVENTURE,ROCKSTAR GAMES,ROCKSTAR NORTH,9.0,2.09,0.62,0.13,0.99,0.34,2010-04-13,1,1,1,1,1,1,1.128171090909654,0.12887236679058242,0.06352459016393443,0.06103286384976526,0.14410480349344976,0.13821138211382114,2.3424290666639824,2010.0,era_4,0.2966507177033493,0.06220095693779905,0.4736842105263158,0.1626794258373206,1,39,8
PS,ADVENTURE,AGETEC,HUMAN ENTERTAINMENT,4.4,0.17,0.02,0.12,0.01,0.01,1999-10-31,0,0,1,0,0,3,0.15700374880966478,0.009913258983890958,0.0020491803278688526,0.056338028169014086,0.0014556040756914118,0.004065040650406504,-4.4674800958724195,1999.0,era_1,0.11764705882352941,0.7058823529411764,0.058823529411764705,0.058823529411764705,1,30,5
PSV,ADVENTURE,DRAMATIC CREATE,UNKNOWN,7.5,0.02,0.0,0.02,0.0,0.0,2016-09-22,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0,0.009389671361502348,0.0,0.0,0.12180651366298145,2016.0,era_5,0.0,1.0,0.0,0.0,1,9,191
GC,ADVENTURE,THQ,THQ,7.5,0.28,0.22,0.0,0.06,0.01,2004-09-13,0,0,0,0,0,2,0.2468600779315258,0.01672862453531599,0.022540983606557378,0.0,0.008733624454148471,0.004065040650406504,0.12180651366298145,2004.0,era_2,0.7857142857142857,0.0,0.21428571428571425,0.03571428571428571,1,350,33
PSP,ADVENTURE,PROTOTYPE,KEY,7.5,0.02,0.0,0.02,0.0,0.0,2009-02-28,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0,0.009389671361502348,0.0,0.0,0.12180651366298145,2009.0,era_3,0.0,1.0,0.0,0.0,1,27,6
PC,ADVENTURE,LUCASARTS,LUCASARTS,7.5,0.17,0.0,0.0,0.14,0.03,2011-09-09,0,0,0,0,0,0,0.15700374880966478,0.009913258983890958,0.0,0.0,0.020378457059679767,0.012195121951219511,0.12180651366298145,2011.0,era_4,0.0,0.0,0.823529411764706,0.1764705882352941,1,72,15
WII,ADVENTURE,DESTINEER,GOGII GAMES,7.5,0.02,0.02,0.0,0.0,0.0,2010-09-03,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0020491803278688526,0.0,0.0,0.0,0.12180651366298145,2010.0,era_4,1.0,0.0,0.0,0.0,1,42,4
PS2,ADVENTURE,IDEA FACTORY,IDEA FACTORY,7.5,0.04,0.0,0.04,0.0,0.0,2009-08-27,0,0,0,0,0,0,0.039220713153281295,0.0018587360594795542,0.0,0.018779342723004695,0.0,0.0,0.12180651366298145,2009.0,era_3,0.0,1.0,0.0,0.0,1,90,53
PSV,ADVENTURE,UBISOFT,UBISOFT,7.5,1.48,0.53,0.06,0.57,0.32,2012-10-30,1,1,1,1,1,0,0.9082585601768908,0.09107806691449814,0.054303278688524595,0.028169014084507043,0.08296943231441047,0.13008130081300812,0.12180651366298145,2012.0,era_4,0.3581081081081081,0.04054054054054054,0.3851351351351351,0.21621621621621623,1,483,86
PS,ADVENTURE,INTERPLAY,"XATRIX ENTERTAINMENT, INC.",7.5,0.09,0.05,0.0,0.03,0.01,1996-01-01,0,0,0,0,0,0,0.08617769624105233,0.004956629491945478,0.005122950819672132,0.0,0.004366812227074236,0.004065040650406504,0.12180651366298145,1996.0,era_1,0.5555555555555556,0.0,0.3333333333333333,0.11111111111111112,1,23,1
DS,ADVENTURE,D3 PUBLISHER,ART,7.5,0.04,0.04,0.0,0.0,0.0,2009-01-27,0,0,0,0,0,2,0.039220713153281295,0.0018587360594795542,0.004098360655737705,0.0,0.0,0.0,0.12180651366298145,2009.0,era_3,1.0,0.0,0.0,0.0,1,90,4
DS,ADVENTURE,THQ,THQ,7.5,0.39,0.24,0.0,0.11,0.04,2009-03-03,0,0,0,0,0,2,0.3293037471426004,0.02354399008674102,0.02459016393442623,0.0,0.01601164483260553,0.016260162601626015,0.12180651366298145,2009.0,era_3,0.6153846153846153,0.0,0.28205128205128205,0.10256410256410256,1,350,33
PSP,ADVENTURE,PRINCESS SOFT,PRINCESS SOFT,7.5,0.01,0.0,0.01,0.0,0.0,2009-04-30,0,0,0,0,0,0,0.009950330853168083,0.0,0.0,0.004694835680751174,0.0,0.0,0.12180651366298145,2009.0,era_3,0.0,1.0,0.0,0.0,1,4,4
DS,ADVENTURE,BUENA VISTA,HANDHELD GAMES,7.5,0.24,0.23,0.0,0.0,0.02,2006-11-02,0,0,0,0,0,2,0.2151113796169455,0.014250309789343248,0.023565573770491805,0.0,0.0,0.008130081300813007,0.12180651366298145,2006.0,era_2,0.9583333333333334,0.0,0.0,0.08333333333333334,1,11,4
PSP,ADVENTURE,KOEI,KOEI,7.5,0.04,0.0,0.04,0.0,0.0,2009-10-22,0,0,0,0,0,0,0.039220713153281295,0.0018587360594795542,0.0,0.018779342723004695,0.0,0.0,0.12180651366298145,2009.0,era_3,0.0,1.0,0.0,0.0,1,82,40
PSP,ADVENTURE,ASCII MEDIA WORKS,ASCII MEDIA WORKS,7.5,0.02,0.0,0.02,0.0,0.0,2010-09-30,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0,0.009389671361502348,0.0,0.0,0.12180651366298145,2010.0,era_4,0.0,1.0,0.0,0.0,1,4,4
PS2,ADVENTURE,PRINCESS SOFT,PRINCESS SOFT,7.5,0.02,0.0,0.02,0.0,0.0,2002-05-30,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0,0.009389671361502348,0.0,0.0,0.12180651366298145,2002.0,era_1,0.0,1.0,0.0,0.0,1,4,4
DS,ADVENTURE,THQ,FROGWARES,7.5,0.23,0.07,0.0,0.14,0.03,2011-01-04,0,0,0,0,0,2,0.20701416938432615,0.013630731102850065,0.007172131147540985,0.0,0.020378457059679767,0.012195121951219511,0.12180651366298145,2011.0,era_4,0.30434782608695654,0.0,0.6086956521739131,0.13043478260869565,1,350,5
DS,ADVENTURE,CAPCOM,CAPCOM,7.6,0.53,0.21,0.26,0.04,0.03,2007-01-16,0,0,1,0,0,2,0.4252677354043441,0.032218091697645605,0.02151639344262295,0.12206572769953052,0.005822416302765647,0.012195121951219511,0.26984801719638096,2007.0,era_2,0.3962264150943396,0.49056603773584906,0.07547169811320754,0.056603773584905655,1,219,155
WIIU,ADVENTURE,DISNEY INTERACTIVE STUDIOS,BEHAVIOUR INTERACTIVE,7.5,0.21,0.14,0.0,0.04,0.02,2013-08-06,0,0,0,0,0,0,0.19062035960864973,0.012391573729863695,0.01434426229508197,0.0,0.005822416302765647,0.008130081300813007,0.12180651366298145,2013.0,era_4,0.6666666666666667,0.0,0.1904761904761905,0.09523809523809525,1,89,11
DS,ADVENTURE,EA,VISUAL IMPACT,7.5,0.84,0.28,0.0,0.46,0.1,2007-06-25,0,0,0,1,1,2,0.6097655716208943,0.05142503097893433,0.02868852459016394,0.0,0.06695778748180495,0.04065040650406504,0.12180651366298145,2007.0,era_2,0.33333333333333337,0.0,0.5476190476190477,0.11904761904761905,1,679,10
DS,ADVENTURE,LUCASARTS,TRAVELLER'S TALES,7.5,1.19,0.65,0.0,0.43,0.12,2009-11-17,1,1,0,1,1,2,0.7839015438284094,0.07311028500619579,0.06659836065573771,0.0,0.0625909752547307,0.048780487804878044,0.12180651366298145,2009.0,era_3,0.546218487394958,0.0,0.36134453781512604,0.10084033613445378,1,72,79
PS,ADVENTURE,SONY COMPUTER ENTERTAINMENT,ARTDINK,7.5,0.15,0.0,0.14,0.0,0.01,1997-02-28,0,0,1,0,0,0,0.1397619423751587,0.008674101610904586,0.0,0.06572769953051644,0.0,0.004065040650406504,0.12180651366298145,1997.0,era_1,0.0,0.9333333333333335,0.0,0.06666666666666667,1,278,18
DS,ADVENTURE,ACTIVISION,BLACK LANTERN STUDIOS,7.5,0.51,0.12,0.0,0.33,0.06,2009-11-03,0,0,0,1,0,2,0.412109650826833,0.030978934324659237,0.012295081967213115,0.0,0.048034934497816595,0.024390243902439022,0.12180651366298145,2009.0,era_3,0.23529411764705882,0.0,0.6470588235294118,0.11764705882352941,1,501,18
PC,ADVENTURE,DTP ENTERTAINMENT,CRANBERRY PRODUCTION,7.5,0.04,0.0,0.0,0.04,0.01,2009-09-25,0,0,0,0,0,0,0.039220713153281295,0.0018587360594795542,0.0,0.0,0.005822416302765647,0.004065040650406504,0.12180651366298145,2009.0,era_3,0.0,0.0,1.0,0.25,1,6,2
PSP,ADVENTURE,PROTOTYPE,VISUAL ARTS,7.5,0.02,0.0,0.02,0.0,0.0,2010-06-03,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0,0.009389671361502348,0.0,0.0,0.12180651366298145,2010.0,era_4,0.0,1.0,0.0,0.0,1,27,6
XONE,ADVENTURE,REVOLUTION SOFTWARE,REVOLUTION SOFTWARE,7.5,0.02,0.0,0.0,0.02,0.0,2015-09-04,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0,0.0,0.0029112081513828236,0.0,0.12180651366298145,2015.0,era_5,0.0,0.0,1.0,0.0,1,1,5
PS3,ADVENTURE,BANDAI NAMCO,BANDAI NAMCO GAMES,7.5,0.02,0.0,0.02,0.0,0.0,2013-01-31,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0,0.009389671361502348,0.0,0.0,0.12180651366298145,2013.0,era_4,0.0,1.0,0.0,0.0,1,167,109
PS2,ADVENTURE,THQ,ARTIFICIAL MIND AND MOVEMENT,7.5,0.14,0.07,0.0,0.05,0.02,2006-07-18,0,0,0,0,0,0,0.13102826240640408,0.008054522924411403,0.007172131147540985,0.0,0.00727802037845706,0.008130081300813007,0.12180651366298145,2006.0,era_2,0.5,0.0,0.35714285714285715,0.14285714285714285,1,350,32
NS,ADVENTURE,TELLTALE GAMES,TELLTALE GAMES,7.5,0.46,0.27,0.0,0.15,0.04,2017-08-22,0,0,0,0,0,0,0.3784364357202451,0.027881040892193315,0.02766393442622951,0.0,0.021834061135371178,0.016260162601626015,0.12180651366298145,2017.0,era_5,0.5869565217391305,0.0,0.3260869565217391,0.08695652173913043,1,17,31
XONE,ADVENTURE,TELLTALE GAMES,TELLTALE GAMES,7.5,0.07,0.06,0.0,0.01,0.01,2016-09-13,0,0,0,0,0,0,0.06765864847381481,0.003717472118959109,0.006147540983606557,0.0,0.0014556040756914118,0.004065040650406504,0.12180651366298145,2016.0,era_5,0.857142857142857,0.0,0.14285714285714285,0.14285714285714285,1,17,31
PSP,ADVENTURE,IDEA FACTORY,IDEA FACTORY,7.5,0.02,0.0,0.02,0.0,0.0,2010-08-26,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0,0.009389671361502348,0.0,0.0,0.12180651366298145,2010.0,era_4,0.0,1.0,0.0,0.0,1,90,53
PS3,ADVENTURE,UBISOFT,UBISOFT SHANGHAI,6.7,0.1,0.09,0.0,0.01,0.01,2009-09-15,0,0,0,0,0,0,0.09531017980432487,0.005576208178438662,0.009221311475409836,0.0,0.0014556040756914118,0.004065040650406504,-1.0625255146042187,2009.0,era_3,0.8999999999999999,0.0,0.09999999999999999,0.09999999999999999,1,483,16
DS,ADVENTURE,ACTIVISION,ACTIVISION,7.5,0.13,0.12,0.0,0.0,0.01,2009-11-03,0,0,0,0,0,2,0.12221763272424921,0.007434944237918217,0.012295081967213115,0.0,0.0,0.004065040650406504,0.12180651366298145,2009.0,era_3,0.923076923076923,0.0,0.0,0.07692307692307693,1,501,47
WII,ADVENTURE,ACTIVISION,ACTIVISION,7.5,0.23,0.21,0.0,0.0,0.02,2009-11-03,0,0,0,0,0,0,0.20701416938432615,0.013630731102850065,0.02151639344262295,0.0,0.0,0.008130081300813007,0.12180651366298145,2009.0,era_3,0.9130434782608695,0.0,0.0,0.08695652173913043,1,501,47
DS,ADVENTURE,NAMCO BANDAI,BANDAI NAMCO GAMES,7.5,0.02,0.0,0.02,0.0,0.0,2008-04-03,0,0,0,0,0,2,0.019802627296179712,0.0006195786864931847,0.0,0.009389671361502348,0.0,0.0,0.12180651366298145,2008.0,era_3,0.0,1.0,0.0,0.0,1,153,109
PS2,ADVENTURE,NIPPON ICHI SOFTWARE,NIPPON ICHI SOFTWARE,7.5,0.01,0.0,0.01,0.0,0.0,2008-02-28,0,0,0,0,0,0,0.009950330853168083,0.0,0.0,0.004694835680751174,0.0,0.0,0.12180651366298145,2008.0,era_3,0.0,1.0,0.0,0.0,1,22,40
PSV,ADVENTURE,PROTOTYPE,PROTOTYPE,7.5,0.02,0.0,0.02,0.0,0.0,2017-07-27,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0,0.009389671361502348,0.0,0.0,0.12180651366298145,2017.0,era_5,0.0,1.0,0.0,0.0,1,27,12
PC,ADVENTURE,HEADUP GAMES,HEADUP GAMES,7.5,0.03,0.0,0.0,0.03,0.0,2013-07-18,0,0,0,0,0,0,0.0295588022415444,0.0012391573729863693,0.0,0.0,0.004366812227074236,0.0,0.12180651366298145,2013.0,era_4,0.0,0.0,1.0,0.0,1,1,1
PS4,ADVENTURE,TELLTALE GAMES,TELLTALE GAMES,7.5,0.07,0.05,0.0,0.0,0.01,2017-10-03,0,0,0,0,0,0,0.06765864847381481,0.003717472118959109,0.005122950819672132,0.0,0.0,0.004065040650406504,0.12180651366298145,2017.0,era_5,0.7142857142857143,0.0,0.0,0.14285714285714285,1,17,31
DS,ADVENTURE,UBISOFT,POWERHEAD GAMES,7.5,0.07,0.05,0.0,0.01,0.01,2007-11-20,0,0,0,0,0,2,0.06765864847381481,0.003717472118959109,0.005122950819672132,0.0,0.0014556040756914118,0.004065040650406504,0.12180651366298145,2007.0,era_2,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,1,483,3
PSV,ADVENTURE,NIS AMERICA,SPIKE CHUNSOFT,7.5,0.34,0.09,0.15,0.06,0.05,2014-02-11,0,0,1,0,0,0,0.29266961396282,0.0204460966542751,0.009221311475409836,0.07042253521126761,0.008733624454148471,0.02032520325203252,0.12180651366298145,2014.0,era_5,0.2647058823529411,0.4411764705882352,0.1764705882352941,0.14705882352941177,1,71,17
PSV,ADVENTURE,ENTERGRAM,UNKNOWN,7.5,0.02,0.0,0.02,0.0,0.0,2016-09-29,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0,0.009389671361502348,0.0,0.0,0.12180651366298145,2016.0,era_5,0.0,1.0,0.0,0.0,1,4,191
PS4,ADVENTURE,NIS AMERICA,SPIKE CHUNSOFT,7.5,0.25,0.09,0.07,0.05,0.03,2017-09-26,0,0,1,0,0,0,0.22314355131420976,0.014869888475836434,0.009221311475409836,0.03286384976525822,0.00727802037845706,0.012195121951219511,0.12180651366298145,2017.0,era_5,0.36,0.28,0.2,0.12,1,71,17
GC,ADVENTURE,SIERRA ENTERTAINMENT,MIDWAY STUDIOS - AUSTIN,5.0,0.17,0.13,0.0,0.03,0.0,2003-11-11,0,0,0,0,0,3,0.15700374880966478,0.009913258983890958,0.013319672131147542,0.0,0.004366812227074236,0.0,-3.5792310746720197,2003.0,era_1,0.7647058823529411,0.0,0.1764705882352941,0.0,1,35,3
DS,ADVENTURE,IDEA FACTORY,IDEA FACTORY,7.5,0.01,0.0,0.01,0.0,0.0,2009-03-19,0,0,0,0,0,2,0.009950330853168083,0.0,0.0,0.004694835680751174,0.0,0.0,0.12180651366298145,2009.0,era_3,0.0,1.0,0.0,0.0,1,90,53
PS2,ADVENTURE,SONY COMPUTER ENTERTAINMENT,SUGAR & ROCKETS,7.5,0.09,0.0,0.09,0.0,0.0,2000-12-21,0,0,1,0,0,0,0.08617769624105233,0.004956629491945478,0.0,0.04225352112676056,0.0,0.0,0.12180651366298145,2000.0,era_1,0.0,1.0,0.0,0.0,1,278,2
GC,ADVENTURE,UBISOFT,UBISOFT MONTREAL,7.0,0.26,0.2,0.0,0.05,0.01,2001-11-17,0,0,0,0,0,2,0.23111172096338664,0.015489467162329618,0.020491803278688527,0.0,0.00727802037845706,0.004065040650406504,-0.6184010040040188,2001.0,era_1,0.7692307692307693,0.0,0.19230769230769232,0.038461538461538464,1,483,87
PS,ADVENTURE,CHUNSOFT,CHUNSOFT,7.5,0.17,0.0,0.16,0.0,0.01,1999-03-25,0,0,1,0,0,0,0.15700374880966478,0.009913258983890958,0.0,0.07511737089201878,0.0,0.004065040650406504,0.12180651366298145,1999.0,era_1,0.0,0.9411764705882353,0.0,0.058823529411764705,1,7,16
PSP,ADVENTURE,UBISOFT,"PIPEWORKS SOFTWARE, INC.",6.3,0.21,0.18,0.0,0.01,0.02,2005-12-06,0,0,0,0,0,3,0.19062035960864973,0.012391573729863695,0.018442622950819672,0.0,0.0014556040756914118,0.008130081300813007,-1.6546915287378194,2005.0,era_2,0.8571428571428571,0.0,0.04761904761904762,0.09523809523809525,1,483,11
DS,ADVENTURE,ATARI,GAME REPUBLIC,7.5,0.12,0.08,0.0,0.03,0.01,2008-11-04,0,0,0,0,0,2,0.11332868530700317,0.006815365551425031,0.00819672131147541,0.0,0.004366812227074236,0.004065040650406504,0.12180651366298145,2008.0,era_3,0.6666666666666667,0.0,0.25,0.08333333333333334,1,155,7
DS,ADVENTURE,CITY INTERACTIVE,CITY INTERACTIVE,7.5,0.08,0.05,0.0,0.03,0.01,2011-05-16,0,0,0,0,0,2,0.07696104113612832,0.004337050805452294,0.005122950819672132,0.0,0.004366812227074236,0.004065040650406504,0.12180651366298145,2011.0,era_4,0.625,0.0,0.375,0.125,1,16,13
NS,ADVENTURE,ROCKSTAR GAMES,TEAM BONDI,7.9,0.45,0.21,0.0,0.21,0.04,2017-11-14,0,0,0,1,0,0,0.37156355643248307,0.02726146220570013,0.02151639344262295,0.0,0.030567685589519646,0.016260162601626015,0.7139725277965822,2017.0,era_5,0.4666666666666666,0.0,0.4666666666666666,0.08888888888888889,1,39,3
X360,ADVENTURE,ROCKSTAR GAMES,ROCKSTAR LEEDS,7.5,0.02,0.0,0.0,0.02,0.0,2011-11-15,0,0,0,0,0,0,0.019802627296179712,0.0006195786864931847,0.0,0.0,0.0029112081513828236,0.0,0.12180651366298145,2011.0,era_4,0.0,0.0,1.0,0.0,1,39,5
PSP,ADVENTURE,IDEA FACTORY,ZERODIV,7.5,0.01,0.0,0.01,0.0,0.0,2014-08-07,0,0,0,0,0,0,0.009950330853168083,0.0,0.0,0.004694835680751174,0.0,0.0,0.12180651366298145,2014.0,era_5,0.0,1.0,0.0,0.0,1,90,7
WII,ADVENTURE,D3 PUBLISHER,PAPAYA STUDIOS,7.5,0.05,0.05,0.0,0.0,0.0,2009-01-27,0,0,0,0,0,0,0.048790164169432,0.002478314745972739,0.005122950819672132,0.0,0.0,0.0,0.12180651366298145,2009.0,era_3,1.0,0.0,0.0,0.0,1,90,9
X360,ADVENTURE,5PB,LUMP OF SUGAR,7.5,0.01,0.0,0.01,0.0,0.0,2009-11-05,0,0,0,0,0,0,0.009950330853168083,0.0,0.0,0.004694835680751174,0.0,0.0,0.12180651366298145,2009.0,era_3,0.0,1.0,0.0,0.0,1,54,1
PS2,ADVENTURE,UBISOFT,YUKE'S MEDIA CREATIONS,7.5,0.27,0.13,0.0,0.1,0.03,2008-10-14,0,0,0,0,0,0,0.23901690047049992,0.016109045848822806,0.013319672131147542,0.0,0.01455604075691412,0.012195121951219511,0.12180651366298145,2008.0,era_3,0.48148148148148145,0.0,0.37037037037037035,0.1111111111111111,1,483,12
PSV,ADVENTURE,IDEA FACTORY,UNKNOWN,7.5,0.03,0.0,0.03,0.0,0.0,2016-03-17,0,0,0,0,0,0,0.0295588022415444,0.0012391573729863693,0.0,0.014084507042253521,0.0,0.0,0.12180651366298145,2016.0,era_5,0.0,1.0,0.0,0.0,1,90,191
PS4,ADVENTURE,SQUARE ENIX,SQUARE ENIX,7.5,0.15,0.0,0.15,0.0,0.0,2019-07-12,0,0,1,0,0,0,0.1397619423751587,0.008674101610904586,0.0,0.07042253521126761,0.0,0.0,0.12180651366298145,2019.0,era_5,0.0,1.0,0.0,0.0,1,104,48
