console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,log_sales
PS2,RACING,Vivendi Games,Bugbear Entertainment,7.5,0.16,0.08,,0.06,0.02,0.1484200051182733
GBA,RACING,Konami,KCEK,7.7,0.16,0.09,0.04,0.03,0.0,0.1484200051182733
GBA,RACING,Nintendo,Suzak,7.1,0.16,0.11,,0.04,0.0,0.1484200051182733
GBA,SPORTS,Acclaim Entertainment,Software Creations,7.7,0.15,0.11,,0.04,0.0,0.1397619423751587
GC,RACING,Acclaim Entertainment,Criterion Games,7.5,0.15,0.12,,0.03,0.0,0.1397619423751587
PS2,RACING,Acclaim Entertainment,Broadsword Interactive,7.5,0.15,0.08,,0.06,0.02,0.1397619423751587
GC,RACING,Acclaim Entertainment,Acclaim Studios Cheltenham,8.6,0.15,0.12,,0.03,0.0,0.1397619423751587
XB,RACING,Activision,Creat Studio,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
PS,ROLE-PLAYING,Atlus,Atlus Co.,7.5,0.15,,0.14,,0.01,0.1397619423751587
PSP,ROLE-PLAYING,Unknown,imageepoch Inc.,7.5,0.15,,0.15,,,0.1397619423751587
GBA,ROLE-PLAYING,Konami,Kojima Productions,7.8,0.15,0.1,,0.04,0.0,0.1397619423751587
PS4,ROLE-PLAYING,Namco Bandai Games,B.B. Studio,7.5,0.15,,0.15,,,0.1397619423751587
PS,ROLE-PLAYING,Sony Computer Entertainment,Locus,7.5,0.15,,0.14,,0.01,0.1397619423751587
PSV,MISC,Idea Factory,Unknown,7.5,0.15,0.06,0.06,0.01,0.02,0.1397619423751587
PS,MISC,NewKidCo,Disney Interactive Studios,7.5,0.15,0.09,,0.06,0.01,0.1397619423751587
GBA,MISC,Majesco,Majesco Games,7.5,0.15,0.11,,0.04,0.0,0.1397619423751587
WII,MISC,Activision,Activision,7.5,0.15,0.14,,0.0,0.01,0.1397619423751587
PS2,MISC,Eidos Interactive,Artificial Mind and Movement,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
DS,MISC,Game Factory,Game Factory,7.5,0.15,0.14,,0.0,0.01,0.1397619423751587
GEN,FIGHTING,Capcom,Capcom,7.5,0.15,,0.15,,,0.1397619423751587
PS2,FIGHTING,Bandai,Eighting,7.5,0.15,,0.15,,,0.1397619423751587
PSP,FIGHTING,Capcom,Capcom,7.5,0.15,0.13,,0.0,0.01,0.1397619423751587
SAT,FIGHTING,Bandai,TOSE,7.5,0.15,,0.15,,,0.1397619423751587
WII,FIGHTING,Namco Bandai,Eighting,7.5,0.15,,0.15,,,0.1397619423751587
PS2,RACING,Ubisoft,Ubisoft Paris,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
DS,RACING,Namco,Nintendo Software Technology Corporation,6.3,0.15,0.14,,0.0,0.01,0.1397619423751587
PC,RACING,Codemasters,Codemasters,9.0,0.15,,,0.13,0.02,0.1397619423751587
PS,FIGHTING,989 Studios,Kronos Digital Entertainment,5.2,0.15,0.08,,0.06,0.01,0.1397619423751587
GBA,FIGHTING,Capcom,Crawfish Interactive,7.5,0.15,0.11,,0.04,0.0,0.1397619423751587
XB,FIGHTING,Majesco,Arc System Works,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
SAT,FIGHTING,Sega,Sega,7.5,0.15,,0.15,,,0.1397619423751587
PSV,FIGHTING,Sega,Sega,7.5,0.15,0.05,0.08,0.0,0.02,0.1397619423751587
XB,FIGHTING,Capcom,Capcom,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
PS2,FIGHTING,SNK Playmore,SNK Playmore Corporation,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
N64,FIGHTING,Victory Lap Games,Kronos Digital Entertainment,7.5,0.15,0.12,,0.03,0.0,0.1397619423751587
DS,SIMULATION,Ubisoft,Ubisoft,7.5,0.15,0.14,,,0.01,0.1397619423751587
3DS,SIMULATION,Ubisoft,Ubisoft Sofia,7.5,0.15,0.11,,0.02,0.01,0.1397619423751587
PS,SIMULATION,Konami,Konami,7.5,0.15,0.08,,0.06,0.01,0.1397619423751587
SAT,SHOOTER,Bandai,Bec,7.5,0.15,,0.15,,,0.1397619423751587
PS2,SHOOTER,Encore,Black Ops Entertainment,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
GBA,SHOOTER,Electronic Arts,Netherock Ltd.,7.5,0.15,0.11,,0.04,0.0,0.1397619423751587
WII,SHOOTER,Activision,Activision,7.5,0.15,0.14,,,0.01,0.1397619423751587
XB,FIGHTING,Ubisoft,Rage Software,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
DS,PUZZLE,Majesco,Interchannel,7.5,0.15,0.14,,,0.01,0.1397619423751587
PC,SIMULATION,Electronic Arts,The Sims Studio,5.5,0.15,0.05,,0.08,0.01,0.1397619423751587
PC,SIMULATION,Electronic Arts,Maxis,7.5,0.15,,,0.14,0.01,0.1397619423751587
DS,SIMULATION,THQ,"Webfoot Technologies, Inc.",7.5,0.15,0.14,,,0.01,0.1397619423751587
DS,SIMULATION,City Interactive,City Interactive,7.5,0.15,0.13,,0.01,0.01,0.1397619423751587
GC,SIMULATION,Titus,Digital Integration,7.5,0.15,0.12,,0.03,0.0,0.1397619423751587
WII,SIMULATION,Destineer,TechFront,7.5,0.15,0.14,,,0.01,0.1397619423751587
PS3,SIMULATION,Focus Home Interactive,Giants Software,7.5,0.15,0.0,0.02,0.1,0.02,0.1397619423751587
DS,ACTION,Activision,7 Studios,7.5,0.15,0.14,,,0.01,0.1397619423751587
PSV,ACTION,Tecmo Koei,Omega Force,7.5,0.15,0.02,0.13,0.0,0.01,0.1397619423751587
PS3,ACTION,2K Games,Visual Concepts,7.5,0.15,0.12,,0.02,0.02,0.1397619423751587
DS,ACTION,Activision,Vicarious Visions,7.5,0.15,0.14,,0.0,0.01,0.1397619423751587
2600,ACTION,Activision,Activision,7.5,0.15,0.14,,0.01,0.0,0.1397619423751587
XB,ACTION,Atari,Paradigm Entertainment,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
DS,ACTION,Ubisoft,Ubisoft Montreal,7.5,0.15,0.14,,0.01,0.01,0.1397619423751587
3DS,ACTION,Nintendo,Omega Force,7.5,0.15,0.07,0.04,0.03,0.01,0.1397619423751587
X360,SHOOTER,D3Publisher,Sandlot,7.5,0.15,0.07,0.05,0.03,0.01,0.1397619423751587
PSP,SHOOTER,Majesco,Planet Moon Studios,7.3,0.15,0.14,,0.0,0.01,0.1397619423751587
WII,SHOOTER,Valcon Games,Neko Entertainment,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
PS3,ACTION,Unknown,Kojima Productions,7.5,0.15,,0.15,,,0.1397619423751587
PSV,ACTION,Warner Bros. Interactive Entertainment,TT Fusion,7.5,0.15,0.01,,0.11,0.03,0.1397619423751587
PS3,ACTION,Namco Bandai Games,Namco Bandai Games,7.5,0.15,,0.15,,,0.1397619423751587
GBA,ACTION,THQ,THQ,7.5,0.15,0.11,,0.04,0.0,0.1397619423751587
DS,ACTION,THQ,Heavy Iron Studios,7.5,0.15,0.07,,0.07,0.01,0.1397619423751587
DC,ADVENTURE,Sega,Sega-AM2,8.7,0.15,,0.15,,0.0,0.1397619423751587
PS4,ADVENTURE,Square Enix,Square Enix,7.5,0.15,,0.15,,,0.1397619423751587
GC,ADVENTURE,Ubisoft,Ubisoft Montreal,8.7,0.15,0.11,,0.03,0.0,0.1397619423751587
PSP,ADVENTURE,Banpresto,Namco Bandai Games,7.5,0.15,,0.15,,,0.1397619423751587
WII,ADVENTURE,Sega,Her Interactive,7.5,0.15,0.14,,,0.01,0.1397619423751587
PS,ADVENTURE,Crave Entertainment,Polygon Magic,7.5,0.15,0.08,,0.06,0.01,0.1397619423751587
PS2,SHOOTER,THQ,Kuju Entertainment,7.5,0.15,0.08,,0.06,0.02,0.1397619423751587
XONE,SHOOTER,Bethesda Softworks,MachineGames,8.0,0.15,0.07,,0.07,0.01,0.1397619423751587
DS,ACTION,Konami,Konami,7.5,0.15,0.15,,,,0.1397619423751587
3DS,ACTION,Nintendo,Next Level Games,6.3,0.15,0.08,0.03,0.02,0.01,0.1397619423751587
PS3,ACTION,Sega,Liquid Entertainment,3.7,0.15,0.07,,0.06,0.02,0.1397619423751587
GBA,ACTION,Crave Entertainment,Humansoft,7.5,0.15,0.1,,0.04,0.0,0.1397619423751587
X360,ACTION,Konami,Zombie Studios,4.9,0.15,0.1,,0.04,0.01,0.1397619423751587
X360,ACTION,Tecmo Koei,Omega Force,7.5,0.15,0.09,,0.05,0.01,0.1397619423751587
DS,ACTION,Disney Interactive Studios,Altron,7.5,0.15,0.12,,0.02,0.01,0.1397619423751587
GC,ACTION,Capcom,Grasshopper Manufacture,7.2,0.15,0.12,,0.03,0.0,0.1397619423751587
DS,MISC,THQ,Impulse Games,7.5,0.15,0.13,,0.0,0.01,0.1397619423751587
WII,MISC,Electronic Arts,Electronic Arts,7.5,0.15,0.14,,,0.01,0.1397619423751587
XB,MISC,Sega,Sega,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
DS,MISC,Namco Bandai,Bandai Namco Games,7.5,0.15,,0.15,,,0.1397619423751587
DS,MISC,Electronic Arts,Electronic Arts,7.5,0.15,0.14,,0.0,0.01,0.1397619423751587
WII,MISC,Take-Two Interactive,"Visual Concepts, Ltd.",7.5,0.15,0.14,,,0.01,0.1397619423751587
DS,MISC,Ubisoft,Ubisoft Bulgaria,7.5,0.15,0.13,,0.01,0.01,0.1397619423751587
WII,MISC,Valcon Games,Jack of All Games,7.5,0.15,0.13,,0.0,0.01,0.1397619423751587
PSV,ACTION-ADVENTURE,Namco Bandai Games,Ganbarion,7.5,0.15,0.04,0.04,0.04,0.03,0.1397619423751587
PS,ADVENTURE,Mindscape,Illusions Game Company,6.6,0.15,0.08,,0.06,0.01,0.1397619423751587
PSV,ADVENTURE,PQube,5pb. Inc.,7.5,0.15,,0.07,0.07,0.02,0.1397619423751587
PS,ADVENTURE,Sony Computer Entertainment,ArtDink,7.5,0.15,,0.14,,0.01,0.1397619423751587
PSP,ADVENTURE,Namco Bandai,Bandai Namco Games,7.5,0.15,,0.15,,,0.1397619423751587
2600,PUZZLE,Atari,Atari,7.5,0.15,0.14,,0.01,0.0,0.1397619423751587
XB,MISC,Capcom,Digital Eclipse,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
PSP,MISC,SNK Playmore,Terminal Reality,6.7,0.15,0.13,0.01,,0.01,0.1397619423751587
GC,ACTION,Atari,Tomy Corporation,5.0,0.15,0.12,,0.03,0.0,0.1397619423751587
GBA,MISC,Majesco,Nintendo,7.5,0.15,0.11,,0.04,0.0,0.1397619423751587
X360,MISC,MTV Games,Harmonix Music Systems,7.5,0.15,0.14,,,0.01,0.1397619423751587
WII,MISC,THQ,Unknown,7.5,0.15,0.11,,0.02,0.01,0.1397619423751587
GBA,MISC,Majesco,Majesco Games,7.5,0.15,0.11,,0.04,0.0,0.1397619423751587
X360,MISC,Konami,Hijinx Studios,7.5,0.15,0.14,,,0.01,0.1397619423751587
WII,MISC,Activision,Ivolgamus UAB,7.5,0.15,0.14,,0.0,0.01,0.1397619423751587
PS4,ACTION-ADVENTURE,Ubisoft,Ubisoft,7.5,0.15,,0.01,0.13,0.02,0.1397619423751587
WII,ACTION,Sega,Red Fly Studio,6.4,0.15,0.1,,0.04,0.01,0.1397619423751587
XB,ACTION,Majesco,Appaloosa Interactive,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
GC,ACTION,Activision,Hypnos,7.5,0.15,0.12,,0.03,0.0,0.1397619423751587
PC,ACTION,THQ,Vigil Games,8.0,0.15,0.07,,0.06,0.01,0.1397619423751587
PS2,ACTION,D3 Publisher,High Voltage Software,7.5,0.15,0.05,,0.02,0.08,0.1397619423751587
WII,ACTION,KOEI,Omega Force,7.5,0.15,0.11,0.04,0.0,0.01,0.1397619423751587
PS4,ACTION,Tecmo Koei,Omega Force,7.5,0.15,0.04,0.04,0.05,0.02,0.1397619423751587
X360,ACTION,THQ,THQ,7.5,0.15,0.12,,0.02,0.01,0.1397619423751587
X360,SPORTS,EA Sports,EA Canada,6.1,0.15,0.11,0.01,0.02,0.01,0.1397619423751587
SNES,SPORTS,Mindscape,Anco,7.5,0.15,,0.15,,0.0,0.1397619423751587
PS2,SPORTS,Sony Computer Entertainment,989 Sports,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
PS3,SHOOTER,Activision,Cauldron Ltd.,7.5,0.15,0.12,,0.02,0.02,0.1397619423751587
X360,SHOOTER,Microsoft,Game Arts / Seta Corporation,6.7,0.15,0.12,0.02,0.01,0.01,0.1397619423751587
GC,SHOOTER,Global Star Software,Tactical Development,7.5,0.15,0.12,,0.03,0.0,0.1397619423751587
XONE,SHOOTER,Activision,Edge of Reality,7.5,0.15,0.1,,0.03,0.01,0.1397619423751587
XB,SHOOTER,Gotham Games,Croteam,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
PS2,SPORTS,Konami,Konami,7.5,0.15,,0.15,,,0.1397619423751587
WII,SPORTS,Activision,Now Production,7.5,0.15,0.14,,,0.01,0.1397619423751587
DS,SPORTS,2K Sports,Visual Concepts,2.8,0.15,0.14,,,0.01,0.1397619423751587
PS2,SPORTS,2K Sports,PawaPuro Production,7.5,0.15,0.05,0.05,0.04,0.01,0.1397619423751587
PSP,SPORTS,Konami Digital Entertainment,Konami,7.5,0.15,,0.15,,,0.1397619423751587
XB,SPORTS,Sega,Blue Shift,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
PS3,SPORTS,Sony Computer Entertainment,Team Ramrod,7.5,0.15,0.13,,,0.02,0.1397619423751587
PS,SPORTS,EA Sports,EA Canada,7.5,0.15,0.08,,0.06,0.01,0.1397619423751587
PS3,SPORTS,2K Sports,Visual Concepts,7.5,0.15,0.14,,,0.01,0.1397619423751587
WII,SPORTS,Namco Bandai,Namco Bandai Games,7.5,0.15,0.14,,,0.01,0.1397619423751587
WII,SPORTS,D3 Publisher,Tamsoft Corporation,7.5,0.15,0.14,,,0.01,0.1397619423751587
WII,SPORTS,2K Sports,Visual Concepts,7.5,0.15,0.14,,,0.01,0.1397619423751587
XONE,SPORTS,Electronic Arts,EA Tiburon,7.5,0.15,0.13,,,0.02,0.1397619423751587
PS3,SPORTS,2K Sports,Visual Concepts,6.5,0.15,0.13,,0.01,0.01,0.1397619423751587
PS3,SPORTS,Sony Computer Entertainment,SCE San Diego Studio,7.5,0.15,0.14,,,0.01,0.1397619423751587
PS2,SPORTS,Sony Computer Entertainment,989 Sports,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
PS2,MISC,Crave Entertainment,Unique Development Studios,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
DS,MISC,D3 Publisher,Namco Bandai Games,7.5,0.15,0.13,,0.01,0.01,0.1397619423751587
GBA,MISC,VU Games,Digital Illusions,7.5,0.15,0.1,,0.04,0.0,0.1397619423751587
GBA,MISC,Sega,Sonic Team,7.5,0.15,0.1,,0.04,0.0,0.1397619423751587
3DS,PARTY,Namco Bandai,Namco Bandai Games,7.5,0.15,0.09,,0.04,0.01,0.1397619423751587
DS,MISC,Unknown,Talking Stick Games,7.5,0.15,0.14,,,0.01,0.1397619423751587
WII,MISC,Crave Entertainment,SVG Distribution,7.5,0.15,0.14,,,0.01,0.1397619423751587
XONE,SPORTS,Konami Digital Entertainment,PES Productions,7.5,0.15,0.04,,0.1,0.01,0.1397619423751587
X360,SIMULATION,Ubisoft,From Software,6.5,0.15,0.06,0.07,0.01,0.01,0.1397619423751587
PS2,SIMULATION,Konami,Konami,7.5,0.15,,0.15,,,0.1397619423751587
X360,SIMULATION,Konami Digital Entertainment,Gaijin Games,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
WII,ADVENTURE,Destineer,Digital Leisure Inc.,7.5,0.15,0.14,,,0.01,0.1397619423751587
3DS,SPORTS,Kadokawa Shoten,Enterbrain,7.5,0.15,,0.15,,,0.1397619423751587
PS3,SPORTS,Midway Games,Midway Games,7.5,0.15,0.13,,,0.02,0.1397619423751587
SAT,SPORTS,Sega,Sega,7.5,0.15,,0.15,,,0.1397619423751587
PS2,SPORTS,Electronic Arts,EA Canada,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
DS,PUZZLE,Ubisoft,Hudson Soft,7.5,0.15,0.1,0.03,0.01,0.01,0.1397619423751587
DS,PUZZLE,Majesco,Interchannel,7.5,0.15,0.14,,0.0,0.01,0.1397619423751587
DS,PUZZLE,GSP,Avanquest Software,7.5,0.15,,,0.13,0.01,0.1397619423751587
WII,PUZZLE,Majesco,Happy Happening,7.5,0.15,0.13,,0.01,0.01,0.1397619423751587
DS,PUZZLE,Destineer,Magellan Interactive,7.5,0.15,0.13,,0.01,0.01,0.1397619423751587
PSP,PUZZLE,Konami,Hudson Soft,7.3,0.15,0.14,,0.0,0.01,0.1397619423751587
XONE,SIMULATION,Focus Home Interactive,Saber Interactive,7.5,0.15,0.11,,0.02,0.01,0.1397619423751587
PSP,SIMULATION,Natsume,Marvelous Interactive,7.5,0.15,0.07,0.05,0.02,0.02,0.1397619423751587
PSP,ADVENTURE,Kadokawa Shoten,Kadokawa Shoten,7.5,0.15,,0.15,,,0.1397619423751587
PS3,SIMULATION,Ubisoft,Ubisoft Romania,7.2,0.15,0.1,,0.03,0.02,0.1397619423751587
XB,STRATEGY,Microsoft,Phantagram,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
SAT,STRATEGY,Unknown,fupac,7.5,0.15,,0.15,,,0.1397619423751587
PS,STRATEGY,Mindscape,Starsphere Interactive,7.5,0.15,0.08,,0.06,0.01,0.1397619423751587
PS,STRATEGY,Bandai,Bandai,7.5,0.15,,0.14,,0.01,0.1397619423751587
X360,STRATEGY,Sega,The Creative Assembly,4.4,0.15,0.11,,0.03,0.01,0.1397619423751587
SAT,PUZZLE,Sega,Hudson Soft,7.5,0.15,,0.15,,0.0,0.1397619423751587
DS,SHOOTER,Square Enix,Taito Corporation,8.3,0.15,0.12,0.01,0.01,0.01,0.1397619423751587
XB,SHOOTER,Atari,Zombie Studios,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
PS2,SHOOTER,Activision,Cauldron Ltd.,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
PS3,SHOOTER,Electronic Arts,Electronic Arts,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
GC,SHOOTER,Ubisoft,Red Storm Entertainment,7.5,0.15,0.11,,0.03,0.0,0.1397619423751587
DS,ADVENTURE,Unknown,Asylum Entertainment,7.5,0.15,,,0.13,0.02,0.1397619423751587
DS,ADVENTURE,2K Play,Black Lantern Studios,7.5,0.15,0.14,,0.01,0.01,0.1397619423751587
WII,ADVENTURE,Electronic Arts,EA Redwood Shores,7.4,0.15,0.14,,0.0,0.01,0.1397619423751587
PS,RACING,Sony Computer Entertainment,SCEE London Studio,7.5,0.15,0.08,,0.06,0.01,0.1397619423751587
X360,RACING,THQ,Rainbow Studios,7.5,0.15,0.14,,0.01,0.01,0.1397619423751587
PS,RACING,GT Interactive,SingleTrac,7.5,0.15,0.09,,0.06,0.01,0.1397619423751587
PS2,RACING,Konami,Konami,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
DS,RACING,Zoo Digital Publishing,Destination Software,7.5,0.15,0.14,,,0.01,0.1397619423751587
PS,RACING,ASCII Entertainment,Climax Entertainment,7.5,0.15,,0.15,,,0.1397619423751587
PS2,RACING,EA Sports,Electronic Arts UK,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
3DS,RACING,D3 Publisher,Monkey Bar Games,7.5,0.15,0.07,,0.07,0.01,0.1397619423751587
XB,PLATFORM,Namco,Blitz Games,7.5,0.15,0.11,,0.04,0.01,0.1397619423751587
PS,PLATFORM,Ubisoft,Disney Interactive Studios,7.5,0.15,0.08,,0.06,0.01,0.1397619423751587
XB,PLATFORM,VU Games,Traveller's Tales,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
DS,PLATFORM,505 Games,Inti Creates,7.5,0.15,,0.15,,,0.1397619423751587
3DS,PLATFORM,NIS America,Nicalis,8.2,0.15,0.09,0.01,0.03,0.01,0.1397619423751587
PC,RACING,Ubisoft,Ubisoft Reflections,7.5,0.15,,,0.14,0.01,0.1397619423751587
PS,RACING,Midway Games,Traveller's Tales,7.5,0.15,0.09,,0.06,0.01,0.1397619423751587
PS,RACING,GT Interactive,New Level Software,7.5,0.15,0.09,,0.06,0.01,0.1397619423751587
DS,PUZZLE,Activision,Mistic Software,7.5,0.15,0.13,,0.0,0.01,0.1397619423751587
WII,PUZZLE,Game Factory,Two Tribes,7.5,0.15,0.12,,0.01,0.01,0.1397619423751587
XONE,MUSIC,Ubisoft,Ubisoft Paris,7.5,0.15,0.13,,0.01,0.02,0.1397619423751587
PSV,SPORTS,Sony Computer Entertainment America,SCE San Diego Studio,7.6,0.15,0.11,,,0.04,0.1397619423751587
PS2,SPORTS,Acclaim Entertainment,"Z-Axis, Ltd.",7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
N64,PLATFORM,Epoch,Epoch,7.5,0.15,,0.09,,0.06,0.1397619423751587
DS,PLATFORM,Warner Bros. Interactive,Amaze Entertainment,7.5,0.15,0.14,,0.0,0.01,0.1397619423751587
DS,PLATFORM,THQ,Helixe,7.5,0.15,0.13,,0.01,0.01,0.1397619423751587
N64,SPORTS,Media Factory,ParityBit,7.5,0.15,,0.15,,0.0,0.1397619423751587
GC,SPORTS,Acclaim Entertainment,Acclaim Entertainment,8.7,0.15,0.12,,0.03,0.0,0.1397619423751587
WIIU,SPORTS,Ubisoft,Blue Byte,7.5,0.15,0.07,,0.07,0.01,0.1397619423751587
X360,SPORTS,2K Sports,2K Sports,7.5,0.15,0.14,,,0.01,0.1397619423751587
PS,SPORTS,Konami,Konami,7.5,0.15,,0.14,,0.01,0.1397619423751587
DS,SPORTS,Konami,PawaPuro Production,7.5,0.15,,0.15,,,0.1397619423751587
PS2,SPORTS,2K Sports,Kush Games,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
XB,SPORTS,Acclaim Entertainment,Acclaim Entertainment,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
PS,PLATFORM,Activision,Paradox Development,7.5,0.15,0.08,,0.06,0.01,0.1397619423751587
DS,PLATFORM,Sierra Entertainment,Amaze Entertainment,5.5,0.15,0.13,,0.01,0.01,0.1397619423751587
3DS,PLATFORM,Ubisoft,Ubisoft,7.5,0.15,0.06,,0.08,0.01,0.1397619423751587
GC,PLATFORM,Sega,Traveller's Tales,7.5,0.15,0.12,,0.03,0.0,0.1397619423751587
WII,PUZZLE,Majesco,Gorilla Systems,7.5,0.15,0.14,,0.0,0.01,0.1397619423751587
DS,PUZZLE,Mindscape,Mindscape,7.5,0.15,,,0.14,0.01,0.1397619423751587
SNES,PUZZLE,Nintendo,Intelligent Systems,7.5,0.15,,0.15,,0.0,0.1397619423751587
PS3,PUZZLE,PopCap Games,PopCap Games,7.5,0.15,0.13,,,0.02,0.1397619423751587
XB,RACING,Eidos Interactive,Crystal Dynamics,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
PS2,RACING,Namco,Namco,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
GBA,FIGHTING,Bandai,Dimps Corporation,7.0,0.15,0.11,,0.04,0.0,0.1397619423751587
PSP,FIGHTING,Namco Bandai,CyberConnect2,5.8,0.15,0.14,,0.0,0.01,0.1397619423751587
NS,PLATFORM,Nicalis,Studio Pixel,7.5,0.15,0.11,0.01,0.03,0.01,0.1397619423751587
GC,PLATFORM,THQ,Artificial Mind and Movement,7.5,0.15,0.12,,0.03,0.0,0.1397619423751587
X360,PLATFORM,THQ,Blue Tongue,7.8,0.15,0.1,,0.04,0.01,0.1397619423751587
GC,PLATFORM,Konami,Konami,7.5,0.15,0.12,,0.03,0.0,0.1397619423751587
GC,SPORTS,EA Sports,EA Tiburon,8.7,0.15,0.12,,0.03,0.0,0.1397619423751587
2600,SPORTS,Atari,Atari,7.5,0.15,0.14,,0.01,0.0,0.1397619423751587
PSP,SPORTS,Konami,PawaPuro Productions,7.5,0.15,,0.15,,,0.1397619423751587
PS4,RACING,Dusenberry Martin Racing,Monster Games,7.5,0.15,0.12,,,0.03,0.1397619423751587
X360,SPORTS,2K Sports,Visual Concepts,6.6,0.15,0.11,,0.02,0.01,0.1397619423751587
XB,SPORTS,EA Sports,EA Tiburon,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
GBA,SPORTS,Konami,Diamond Head,7.5,0.15,,0.14,,0.0,0.1397619423751587
WII,SPORTS,2K Sports,Take-Two Interactive,7.5,0.15,0.14,,,0.01,0.1397619423751587
XB,PLATFORM,Microsoft Game Studios,Artoon,6.8,0.15,0.12,,0.03,0.01,0.1397619423751587
GC,PLATFORM,THQ,Avalanche Software,7.5,0.15,0.12,,0.03,0.0,0.1397619423751587
3DS,PLATFORM,Sega,Zoë Mode,6.5,0.15,0.1,,0.04,0.01,0.1397619423751587
XB,SHOOTER,Majesco,Terminal Reality,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
PS2,SHOOTER,Majesco,Pipe Dream Interactive,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
PS,SPORTS,KOEI,Koei,7.5,0.15,,0.14,,0.01,0.1397619423751587
PS3,SPORTS,Midway Games,Midway Games,6.3,0.15,0.11,,0.03,0.02,0.1397619423751587
GC,SPORTS,EA Sports,NEW Corporation,7.5,0.15,0.12,,0.03,0.0,0.1397619423751587
WII,SPORTS,Atari,HB Studios Multimedia Limited,7.5,0.15,0.14,,,0.01,0.1397619423751587
DS,RACING,Activision,Sidhe Interactive,7.5,0.15,0.12,,0.02,0.01,0.1397619423751587
PS2,RACING,BAM! Entertainment,BAM! Entertainment,7.5,0.15,0.08,,0.06,0.02,0.1397619423751587
PS4,VISUAL NOVEL,NIS America,5pb. Inc.,7.5,0.15,0.1,,0.02,0.03,0.1397619423751587
DS,SPORTS,EA Sports,EA Canada,7.5,0.15,0.13,,0.0,0.01,0.1397619423751587
GC,SPORTS,Midway Games,Gratuitous Games,7.5,0.15,0.11,,0.03,0.0,0.1397619423751587
PS3,SPORTS,Konami,Konami,7.5,0.15,,0.15,,,0.1397619423751587
GC,ADVENTURE,Nintendo,n-Space,6.6,0.15,0.11,,0.03,0.0,0.1397619423751587
N64,ADVENTURE,Take-Two Interactive,DMA Design,8.3,0.15,0.12,,0.03,0.0,0.1397619423751587
NS,ADVENTURE,Grey Box,Tequila Works,4.5,0.15,0.11,,0.03,0.01,0.1397619423751587
WII,ADVENTURE,Disney Interactive Studios,Behaviour Interactive,7.5,0.15,0.07,,0.07,0.01,0.1397619423751587
XB,ADVENTURE,THQ,Artificial Mind and Movement,7.5,0.15,0.11,,0.03,0.01,0.1397619423751587
PSP,ROLE-PLAYING,Xseed Games,Nihon Falcom Corporation,8.2,0.15,0.09,0.04,,0.01,0.1397619423751587
XB,ROLE-PLAYING,Sega,Sonic Team,8.2,0.15,0.11,,0.03,0.01,0.1397619423751587
PS3,ROLE-PLAYING,Aksys Games,Compile Heart,7.5,0.15,0.09,0.04,,0.01,0.1397619423751587
PS,SPORTS,KOEI,Koei/Inis,7.5,0.15,,0.14,,0.01,0.1397619423751587
PS4,ADVENTURE,Sega,Sega,7.5,0.15,,0.15,,,0.1397619423751587
PS4,ADVENTURE,505 Games,Starbreeze Studios,7.5,0.15,0.04,,0.09,0.02,0.1397619423751587
GBA,ADVENTURE,THQ,THQ,3.5,0.15,0.11,,0.04,0.0,0.1397619423751587
PS3,ADVENTURE,THQ,THQ Australia Studios Pty Ltd.,7.5,0.15,0.07,,0.06,0.02,0.1397619423751587
